Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683010471;DRAFT;TAVINOX;CS;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 28 mm x 1""";EN;"PRESS 316L Male Branch Tee (FxRxF) 28 mm x 1""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010464;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010471;;;Balení nebo vnit?ní balení;TP;T-kus;TK;09;;FxRxF;FRF;10;.;TK10FRF.281;TK10FRF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;281;90;;28;;"28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Male Branch Tee (FxRxF);T-kus s vn?jším závitem;PRESS 316L T-kus s vn?jším závitem (FxRxF);;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 28 mm x 1""";T-kus s vn?jším závitem;"(FxRxF) 28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010488;DRAFT;TAVINOX;CS;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 28 mm x 1""";EN;"PRESS 316L Male Branch Tee (FxRxF) 28 mm x 1""";30.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;6;08596683010471;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010488;;;Krabice, karton;TP;T-kus;TK;09;;FxRxF;FRF;10;.;TK10FRF.281;TK10FRF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;281;90;;28;;"28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Male Branch Tee (FxRxF);T-kus s vn?jším závitem;PRESS 316L T-kus s vn?jším závitem (FxRxF);;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 28 mm x 1""";T-kus s vn?jším závitem;"(FxRxF) 28 mm x 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010495;DRAFT;TAVINOX;CS;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";EN;"PRESS 316L Male Branch Tee (FxRxF) 35 mm x 5/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010495;08596683010501;08596683010518;Základní položka;TP;T-kus;TK;09;;FxRxF;FRF;10;.;TK10FRF.3554;TK10FRF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;90;0,272;35;1,5;"35 mm x 5/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)35x5/4""-316L";DVGW;08596683010495.jpg;https://id.tavinox.com/01/08596683010495;51,2;60;25;;44;;;;;;;5;pcs;2;bags;10;pcs;C:/images/TK10FRF_label_drawing.png;PRESS 316L Male Branch Tee (FxRxF);T-kus s vn?jším závitem;PRESS 316L T-kus s vn?jším závitem (FxRxF);17;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";T-kus s vn?jším závitem;"(FxRxF) 35 mm x 5/4"""; $5,73 ;;;;;;;;A;320x240x170;230x210;;;0;10;1; $57,30 ;2,72;140,27;4,63;5,36;150,27;147,77;149,30;150,84;153,15; 865,67 K? ;16570053; 432,84 K? ; 411,19 K? ; 13,29 € ; 336,24 K? ;224%;;;150,27 K?;1 352,39 K?;338,10 K?;595,05 K?;187,83 K?;444,79 K?;10;1;20;2;;
08596683010501;DRAFT;TAVINOX;CS;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";EN;"PRESS 316L Male Branch Tee (FxRxF) 35 mm x 5/4""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683010495;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010501;;;Balení nebo vnit?ní balení;TP;T-kus;TK;09;;FxRxF;FRF;10;.;TK10FRF.3554;TK10FRF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;90;;35;;"35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Male Branch Tee (FxRxF);T-kus s vn?jším závitem;PRESS 316L T-kus s vn?jším závitem (FxRxF);;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";T-kus s vn?jším závitem;"(FxRxF) 35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010518;DRAFT;TAVINOX;CS;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";EN;"PRESS 316L Male Branch Tee (FxRxF) 35 mm x 5/4""";10.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;2;08596683010501;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010518;;;Krabice, karton;TP;T-kus;TK;09;;FxRxF;FRF;10;.;TK10FRF.3554;TK10FRF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;90;;35;;"35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Male Branch Tee (FxRxF);T-kus s vn?jším závitem;PRESS 316L T-kus s vn?jším závitem (FxRxF);;"PRESS 316L T-kus s vn?jším závitem (FxRxF) 35 mm x 5/4""";T-kus s vn?jším závitem;"(FxRxF) 35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010525;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 1/2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010525;08596683010532;08596683010549;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1512;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;;0,07;15;1,5;"15 mm x 1/2""";<Logo TAVINOX Centered>;TAVINOX;"(M)15x1/2""-316L";DVGW;08596683010525.jpg;https://id.tavinox.com/01/08596683010525;62;29;x;;x;;;;;;;10;pcs;18;bags;180;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 1/2"""; $1,55 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;37,94;1,19;1,45;40,58;39,94;40,34;40,73;41,33;;16630005; -   K? ; -   K? ; 3,08 € ; 77,92 K? ;192%;;;40,58 K?;365,26 K?;91,32 K?;160,71 K?;50,73 K?;120,13 K?;0;0;0;0;;
08596683010532;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 1/2""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010525;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010532;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1512;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;;;15;;"15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010549;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 1/2""";180.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;18;08596683010532;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010549;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1512;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;;;15;;"15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010556;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 3/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010556;08596683010563;08596683010570;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1534;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1534;;0,077;15;1,5;"15 mm x 3/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)15x3/4""-316L";DVGW;08596683010556.jpg;https://id.tavinox.com/01/08596683010556;65;30;x;;x;;;;;;;10;pcs;12;bags;120;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 3/4"""; $2,05 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;50,18;1,31;1,91;53,40;52,69;53,13;53,56;54,22;;; -   K? ; -   K? ;; -   K? ;0%;;;53,40 K?;480,61 K?;120,15 K?;211,47 K?;66,75 K?;158,07 K?;0;0;0;0;;
08596683010563;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 3/4""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010556;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010563;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1534;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1534;;;15;;"15 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010570;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 15 mm x 3/4""";120.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683010563;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010570;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1534;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1534;;;15;;"15 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 15 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 15 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010587;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1/2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010587;08596683010594;08596683010600;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1812;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1812;;0,073;18;1,5;"18 mm x 1/2""";<Logo TAVINOX Centered>;TAVINOX;"(M)18x1/2""-316L";DVGW;08596683010587.jpg;https://id.tavinox.com/01/08596683010587;61;29;x;;x;;;;;;;10;pcs;18;bags;180;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1/2"""; $1,80 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;44,06;1,24;1,68;46,98;46,31;46,73;47,14;47,76;;16630015; -   K? ; -   K? ; 3,42 € ; 86,53 K? ;184%;;;46,98 K?;422,86 K?;105,71 K?;186,06 K?;58,73 K?;139,07 K?;0;0;0;0;;
08596683010594;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1/2""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010587;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010594;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1812;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1812;;;18;;"18 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010600;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1/2""";180.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;18;08596683010594;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010600;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1812;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1812;;;18;;"18 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1/2""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010617;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 3/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010617;08596683010624;08596683010631;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1834;;0,081;18;1,5;"18 mm x 3/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)18x3/4""-316L";DVGW;08596683010617.jpg;https://id.tavinox.com/01/08596683010617;64;30;x;;x;;;;;;;10;pcs;12;bags;120;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 3/4"""; $2,04 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;49,94;1,38;1,90;53,22;52,47;52,93;53,39;54,08;;16630020; -   K? ; -   K? ; 4,06 € ; 102,72 K? ;193%;;;53,22 K?;478,96 K?;119,74 K?;210,74 K?;66,52 K?;157,52 K?;0;0;0;0;;
08596683010624;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 3/4""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683010617;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683010624;;;Balení nebo vnit?ní balení;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1834;;;18;;"18 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010631;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 3/4""";120.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683010624;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683010631;;;Krabice, karton;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.1834;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1834;;;18;;"18 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 3/4""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683010648;DRAFT;TAVINOX;CS;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";EN;"PRESS 316L Female street adapter (MxRp) 18 mm x 1""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683010648;08596683010655;08596683010662;Základní položka;TP;P?echodka;PR;06;;MxRp;MRP;10;.;PR10MRP.181;PR10MRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;181;;0,139;18;1,5;"18 mm x 1""";<Logo TAVINOX Centered>;TAVINOX;"(M)18x1""-316L";DVGW;08596683010648.jpg;https://id.tavinox.com/01/08596683010648;67;33,5;x;;x;;;;;;;5;pcs;14;bags;70;pcs;C:/images/PR10MRP_label_drawing.png;PRESS 316L Female street adapter (MxRp);P?echodka s vnit?ním závitem;PRESS 316L P?echodka s vnit?ním závitem (MxRp);22;"PRESS 316L P?echodka s vnit?ním závitem (MxRp) 18 mm x 1""";P?echodka s vnit?ním závitem;"(MxRp) 18 mm x 1"""; $2,28 ;;;;;;;;A;320x240x170;230x210;;;0;0;0; $-   ;0,00;55,81;2,37;2,15;60,33;59,06;59,84;60,63;61,81;;; -   K? ; -   K? ;; -   K? ;0%;;;60,33 K?;543,01 K?;135,75 K?;238,93 K?;75,42 K?;178,59 K?;0;0;0;0;;
